Name,Original prompts,Predict prompts,Quick_ration(Text Similarity),Ration(Text Similarity),Cos
1aa814ed-8d4a-42c6-ac81-c23c780ba2a8.png,oil painting by delacroix of liberty leading the people. ,a portrait painting of james tissot.,60.22,43.01,17.85662155575748
1aaae377-320a-4f85-8a82-268a41d97a40.png,"black broken armor and helmet laying in flames chrysanthemum flowers, monumental illustration by gerrit van honthorst and hajime sorayama and edward hopper, illusion surreal art, highly conceptual figurative art, intricate detailed illustration, controversial poster art, polish poster art 1 9 8 0, geometrical drawings, no blur ",a portrait painting of james tissot.,19.18,13.15,0.0
1acd722a-26d3-41bc-b7cd-e556dc6db54e.png,"buzz lightyear in the horror movie saw iv, cinematic film still ",a portrait painting of james tissot.,57.99999999999999,20.0,0.0
1ad6bfe5-932c-4103-89da-b10b876a2a00.png,"a portal to another dimension, surreal, highly detailed, artstation, smooth, sharp focus, by greg rutkowski, 8 k ",portrait of a morphed eagle woman in a white tank top and a fur hat wielding a large rock!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,69.26,23.380000000000003,0.0
1b092fc0-a352-4e35-87ec-ec59b815f52b.png,"a man standing in front of a mystical hourglass, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ","a portrait painting of a woman, art by anna dittmann, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali",84.23,5.86,12.698023829518993
1b4411aa-c5a7-4cb6-ad8b-05105aa40d9f.png,"photo cartoon illustration comic manga painting of abandoned houses on fire environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,21.67,17.34,15.778171018797943
1bac5815-0b6f-4b1f-bd0d-95d4931874a9.png,"painting of interior shot of a white concerete brutalist house architecture with big pools by darek zabrocki, alphonse mucha and greg ruthkowski and simon stalenhag, cinematic and cold atmospheric, archillect concept art, artstation, trending on artstation ",a portrait painting of james tissot.,23.21,10.92,11.625732568396419
1bbd1c8e-d363-4db1-8542-76eae6fb9ab2.png,"a comic panel of a teenage asian android pilot by otomo, by ellen jewett, hyperdetailed drawing, cybernetic scifi spacecraft cockpit, colors by moebius, high detail intricate, symmetrical - n 4 ",a portrait painting of james tissot.,30.43,15.65,4.317756466613905
1bcf79b5-c3a0-4279-979a-d9a5b324faa2.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, machines! doom 3 unreal engine, 8 k, volumetric lighting, octane render ",a portrait painting of james tissot.,24.46,18.709999999999997,12.544176637326366
1be5d748-9c09-4878-aa7a-c2c1ca9b04cc.png,"cyberpunk coral goddess, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a portrait painting of james tissot.,31.480000000000004,19.439999999999998,4.547124732270484
1c180e9f-1402-445e-8989-df49fcf03f85.png,"mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet. gentleman elegant. postapocalyptic background ",a portrait painting of james tissot.,25.83,11.81,0.0
1c4646ed-c531-4743-92bf-512e4e6d12da.png,"photo cartoon illustration comics manga painting of wizard kitchen : 6 fantasy, digital painting, unreal engine, 8 k, volumetric lighting, contrast ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",65.2,37.0,14.666611143222733
1c6063a8-83c3-454b-9f4e-bb606c7b9db8.png,"cute fluffy baby panda lop eared bunny rabbit hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,26.88,18.18,9.22639385255611
1c6c4be6-38ae-4f37-8769-22a08e0b991f.png,die cut sticker of anime chibi kawaii cute romantic couple of pineapples on a swing set ,a portrait painting of james tissot.,54.84,25.81,12.304829965489729
1c7cdc68-b3bc-4f25-98f4-782cae8ea74c.png,artwork by mrrevenge ,a portrait painting of james tissot.,42.11,31.580000000000002,0.0
1d4837da-4827-4dac-b468-d4ee557565d1.png,"cyberpunk giraffe lion hybrid creature with long flowing mane and headdress of peacock feathers, detailed painting 4 k ","a portrait painting of a woman, art by ilya kuvshinov, rossdraws, sharp focus, artstation, sharp focus, illustration, art by wlop and artgerm and greg rutkowski and",71.38,12.72,11.640333457978153
1d54d0f4-ded0-47db-a66c-c2c0d443413a.png,furry banana ,a portrait painting of james tissot.,40.82,8.16,0.0
1db68df7-4b1c-407f-a6d7-2fddaa8cdf87.png,casting doubt ,a portrait painting of james tissot.,40.0,32.0,0.0
1e10e9e8-ad4b-4c90-b086-e565dd93d6bc.png,a grumpy skull ,a portrait painting of james tissot.,35.29,23.53,0.0
1e7d25c4-5707-4cd9-9b45-8dd5f1d7a3a9.png,"photorealistic maiden standing under a willow tree in the style of thomas kinkade and greg rutkowski. hyperdetailed photorealism by michael whelan, 1 0 8 megapixels, 1 0 k resolution, cinematic lighting ","a portrait painting of a beautiful woman, art by annibale carracci in the style of rembrandt!! intricate.",63.63999999999999,30.520000000000003,18.12059036642209
1e8450ab-3698-4436-acc1-0a662c84767f.png,view of the piazza san marco ; andrea del veneziano ; early renaissance ; 1 4 4 5 ,a portrait painting of james tissot.,47.46,15.25,7.357474610589511
1e92b794-55d6-467e-aecc-ea7e985e8163.png,"highly detailed interior rendering of a beautiful luxurious house, unreal engine, by peter guthrie ",a portrait painting of james tissot.,45.93,31.11,6.7435574942795045
1e9bafe4-72ab-4f5d-88f7-7e9eeb17163b.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",48.54,27.83,13.564754321865122
1ed18a3f-f153-40b6-b87b-e03d1c1407f0.png,"retrofuturistic environment, close up, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, rugged, intricate, 8 k ",a portrait painting of james tissot.,29.69,16.59,0.0
1ef01d80-a376-471e-8e80-4903ae2ba872.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a portrait painting of james tissot.,26.36,20.16,13.093313646877103
1f1edeb6-e036-44f2-ad4a-9a86890c4a8a.png,"sandwalwood emperor, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","cute fluffy grey tabby border collie and tan lop eared bunny hybrid mixed creature concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k!",81.45,1.4500000000000002,12.538751679836025
1f348244-b037-401c-8afb-777f3919c942.png,"photograph of beautiful landscape, space dolphin, environment, colors, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, high quality, trending on artstation, hd, 8 k, clear, sharp ",a portrait painting of james tissot.,26.979999999999997,17.46,4.63210523454799
1f5fa11f-3457-4ac5-be9a-24328b9c7c43.png,autostereogram of pikachu. magic eye 3 d picture. ,"portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",34.81,3.6999999999999997,3.9060497339778517
1f9ae857-f743-4972-819e-8bf4aa3b53a5.png,"white super mario skull, d & d, beautiful lighting, lasers, synthesizers, intricate detail, highly realistic, ",a portrait painting of james tissot.,42.47,26.029999999999998,0.0
20601e9c-5fa4-4db5-8001-e9926e2f1dd9.png,"girls sleeping in a cuddle in a cozy room - poster by wlop, kiyohara tama, krenz cushart, masamune shirow, makoto shinkai. featured on pixiv, anime aesthetic, pixiv, warm aesthetic, cold tones, artstation, vanitas, official art, gothic, noise film photo. detailed face, detailed body ",a portrait painting of james tissot.,21.88,11.25,0.0
209f5e4b-28fc-46f2-aac0-8aa2c16ec2c0.png,"a bull plays the balalaika by greg rutkowski and thomas kinkade, trending on artstation, 3 d art station ","a portrait painting of a woman, art by annibale carracci in the style of rembrandt!! intricate.",77.0,28.000000000000004,10.840487105832832
20a37ba6-904f-4d21-9c0c-260e6ea79a02.png,"a vision of interdimensional transport, by roberto matta, salvador dali, hans bellmer, giger ",a portrait painting of james tissot.,51.160000000000004,26.36,7.030492086459504
20c2a95e-2076-4ed1-93ef-c3662459e448.png,"peaceful, beautiful landscape, environment, colors, film, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, by alena aenami, clyde caldwell, trending on artstation, hd, 8 k, clear, sharp ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",83.61,11.76,14.314382387891774
20e8519a-7da8-4def-a6db-d6b8e8614257.png,"photo cartoon illustration comic manga painting of abandoned houses environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",42.46,30.73,17.17814121833677
21175b79-b88a-4bfd-9163-949c7105f056.png,"cute fluffy baby white giraffe lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing and headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",80.47999999999999,30.36,9.209463300607089
21443285-14d9-4dab-aa25-d2bf545749d8.png,"cute fluffy baby llama rabbit lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,27.200000000000003,16.0,9.384054091298212
217a184d-c7d9-4d30-ac0b-f83e1ae5e77b.png,"close up circular border with abstract symmetrical designs deep colorful sphere, eye, concept art, nature, deep rivers, planet, fractals, depth of field, roots, fluid simulation in houdini, subsurface scattering, vray octane render, cgsociety ",a portrait painting of james tissot.,24.37,13.62,4.059790926156576
21b02eb9-2495-42d5-9110-e8bdbaba4142.png,"beautiful fluffy baby giraffe cheetah hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,26.88,15.809999999999999,9.550083034774941
21b17a42-2b62-4a25-8cc2-ff78299bdefe.png,"cute fluffy cheetah giraffe mixed creature character concept, with long flowing fur blowing in the wind, wearing peacock feather headdress, detailed oil painting, renaissance, 4 k ",a portrait painting of james tissot.,31.480000000000004,17.59,4.918819580530705
21c01c33-c4c8-4529-80af-451c47c52878.png,muscular man wearing a leather harness and mask ,"portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, fantasy, highly detailed, magical, elegant, highly detailed, digital painting",31.540000000000003,2.68,0.0
220bfc31-5622-4c78-8c07-5fed3e61d642.png,"legendary ancient weapon hammer in flames of molted black heavy knight with long pink hair, monumental illustration by gerrit van honthorst and hajime sorayama and edward hopper, illusion surreal art, highly conceptual figurative art, intricate detailed oil illustration, controversial poster art, polish poster art 1 9 8 0 ",portrait of a morphed eagle woman in a white tank top and a tiger in the background.,40.69,12.25,9.123667787990119
222b8e96-ff3f-4631-b3d1-f6d01c562f5d.png,an epic 3 d mattepainting and photobash of a epic massive cyberpunk cyborg of alien civilization with style of futuristic and hyper - realist and post apocalypse including nuclear war and daylight and interstellar with scifi blockbuster cg vfx concept art riot cinematic bio hazard soviet by zdislaw beksinski and fvckrender and visualdon trending on cgsociety unreal engine 5 ,a portrait painting of james tissot.,16.46,11.62,7.0993821716978225
